event_name,event_date,fight_url,fighter_1,fighter_2,winner,f1_kd,f2_kd,f1_str,f2_str,f1_td,f2_td,f1_sub,f2_sub,weight_class,method,round,time
UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",http://www.ufcstats.com/fight-details/737e2781e4a7db5c,Montel Jackson,Felipe Colares,Montel Jackson,1,0,75,7,11,1,0,3,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",http://www.ufcstats.com/fight-details/79161bde28636128,Sara McMann,Lina Lansberg,Sara McMann,0,0,38,1,3,0,1,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",http://www.ufcstats.com/fight-details/918c2efc59c1952e,Brett Johns,Tony Gravely,Brett Johns,0,0,36,26,6,5,3,0,Bantamweight,"SUB

      

        Rear Naked Choke",3,2:53
UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",http://www.ufcstats.com/fight-details/901dbd1e6463c4ba,Herbert Burns,Nate Landwehr,Herbert Burns,1,0,7,4,1,0,1,0,Featherweight,"KO/TKO

      

        Knee",1,2:43
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/06f37329b223b451,Frankie Edgar,Chan Sung Jung,Chan Sung Jung,0,1,9,46,0,0,0,0,Featherweight,"KO/TKO

      

        Punches",1,3:18
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/2b8cae68963a40a9,Volkan Oezdemir,Aleksandar Rakic,Volkan Oezdemir,0,0,63,75,0,1,0,1,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/997ab1ea9fab5643,Dooho Choi,Charles Jourdain,Charles Jourdain,1,2,42,64,0,0,0,0,Featherweight,"KO/TKO

      

        Punches",2,4:32
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/47e49e04e32be7e9,Da Woon Jung,Mike Rodriguez,Da Woon Jung,1,0,5,4,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Punch",1,1:04
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/b3bd27affa038e9c,JunYong Park,Marc-Andre Barriault,JunYong Park,0,0,77,51,5,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/f93f794247af708a,Kyung Ho Kang,Pingyuan Liu,Kyung Ho Kang,0,0,20,25,3,0,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/3637e661b6854b49,Ciryl Gane,Tanner Boser,Ciryl Gane,0,0,65,32,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/6ea23c2c30f85a89,SeungWoo Choi,Suman Mokhtarian,SeungWoo Choi,1,0,95,33,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/9140e6fdeaa7cd3f,Dong Hyun Ma,Omar Morales,Omar Morales,0,1,15,32,0,1,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/5a5a65d8df176506,Alexandre Pantoja,Matt Schnell,Alexandre Pantoja,1,0,34,20,1,0,0,0,Flyweight,"KO/TKO

      

        Punch",1,4:17
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/75523d31940c9344,Raoni Barcelos,Said Nurmagomedov,Raoni Barcelos,0,0,42,55,2,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/60e1b3ac3182f5b3,Miranda Granger,Amanda Lemos,Amanda Lemos,0,0,4,8,0,1,0,1,Women's Strawweight,"SUB

      

        Rear Naked Choke",1,3:43
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",http://www.ufcstats.com/fight-details/15aa55a91cf848cf,Alatengheili,Ryan Benoit,Alatengheili,0,0,47,68,4,0,0,0,Bantamweight,S-DEC,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/ac0a63ad13897564,Jorge Masvidal,Nate Diaz,Jorge Masvidal,2,0,112,43,1,0,0,0,Welterweight,KO/TKO,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/7c40aa2cb6883a91,Kelvin Gastelum,Darren Till,Darren Till,0,0,40,36,1,1,0,0,Middleweight,S-DEC,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/28deed0ab55ca350,Stephen Thompson,Vicente Luque,Stephen Thompson,1,0,138,77,0,0,0,0,Welterweight,U-DEC,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/f870cacadb058733,Derrick Lewis,Blagoy Ivanov,Derrick Lewis,0,0,31,20,1,3,0,1,Heavyweight,S-DEC,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/d5955b81c26230ff,Kevin Lee,Gregor Gillespie,Kevin Lee,1,0,21,9,0,0,0,0,Lightweight,"KO/TKO

      

        Kick",1,2:47
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/a2af14e9dba37b03,Corey Anderson,Johnny Walker,Corey Anderson,1,0,22,1,1,0,0,0,Light Heavyweight,"KO/TKO

      

        Punches",1,2:07
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/216fddf542707629,Shane Burgos,Makwan Amirkhani,Shane Burgos,1,0,105,22,0,3,0,1,Featherweight,"KO/TKO

      

        Punch",3,4:32
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/a3e8ef1ce72a7d02,Brad Tavares,Edmen Shahbazyan,Edmen Shahbazyan,0,2,3,14,0,0,0,0,Middleweight,"KO/TKO

      

        Kick",1,2:27
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/83f7c3b91a402306,Andrei Arlovski,Jairzinho Rozenstruik,Jairzinho Rozenstruik,0,1,4,5,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",1,0:29
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/515ecc54219bcc4c,Katlyn Cerminara,Jennifer Maia,Katlyn Cerminara,0,0,73,58,0,1,0,0,Women's Flyweight,U-DEC,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/a6c29d2cb319d923,Lyman Good,Chance Rencountre,Lyman Good,1,0,68,23,0,0,0,0,Welterweight,"KO/TKO

      

        Punch",3,2:03
UFC 244: Masvidal vs. Diaz,"November 02, 2019",http://www.ufcstats.com/fight-details/d7cbe2f23d75afd1,Julio Arce,Hakeem Dawodu,Hakeem Dawodu,0,0,32,55,1,0,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/e91f289f1b9f9519,Alistair Overeem,Jairzinho Rozenstruik,Jairzinho Rozenstruik,0,1,74,89,2,0,0,0,Heavyweight,"KO/TKO

      

        Punch",5,4:56
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/3b8cac9910af1c61,Marina Rodriguez,Cynthia Calvillo,Draw/NC,0,0,56,78,0,3,0,0,Women's Strawweight,M-DEC,3,5:00
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/bbc8e8a69e9bd106,Stefan Struve,Ben Rothwell,Ben Rothwell,0,1,53,58,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",2,4:57
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/b5365d22172e414b,Aspen Ladd,Yana Santos,Aspen Ladd,1,0,47,47,2,0,0,0,Women's Bantamweight,"KO/TKO

      

        Punches",3,0:33
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/b87863a2de433824,Cody Stamann,Song Yadong,Draw/NC,0,0,41,30,5,0,0,0,Bantamweight,M-DEC,3,5:00
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/b9ff9ebe19ae6358,Rob Font,Ricky Simon,Rob Font,0,0,90,59,1,6,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/57d04160f5438654,Thiago Alves,Tim Means,Tim Means,0,1,13,23,0,0,0,1,Welterweight,"SUB

      

        Guillotine Choke",1,2:38
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/d9501c6985c1b38d,Billy Quarantillo,Jacob Kilburn,Billy Quarantillo,0,0,74,3,1,0,5,0,Featherweight,"SUB

      

        Triangle Choke",2,3:18
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/fa3f04be9344804b,Bryce Mitchell,Matt Sayles,Bryce Mitchell,0,0,6,2,1,0,1,0,Featherweight,"SUB

      

        Twister",1,4:20
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/a3f89ad71e1caa81,Joe Solecki,Matt Wiman,Joe Solecki,0,0,56,10,4,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/652a956adab8ad0e,Virna Jandiroba,Mallory Martin,Virna Jandiroba,0,0,7,9,3,0,3,0,Women's Strawweight,"SUB

      

        Rear Naked Choke",2,1:16
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",http://www.ufcstats.com/fight-details/81af3b60203d92df,Makhmud Muradov,Trevor Smith,Makhmud Muradov,1,0,91,39,1,0,1,0,Middleweight,"KO/TKO

      

        Punch",3,4:09
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/c3bb60dc82345a9f,Zabit Magomedsharipov,Calvin Kattar,Zabit Magomedsharipov,0,0,96,80,1,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/3cd1f2c31b4e325a,Alexander Volkov,Greg Hardy,Alexander Volkov,0,0,86,46,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/071a1cd551b7b4d5,Zelim Imadaev,Danny Roberts,Danny Roberts,0,1,28,37,1,1,0,0,Welterweight,"KO/TKO

      

        Punch",2,4:54
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/408fc024d3e91b0e,Khadis Ibragimov,Ed Herman,Ed Herman,0,0,53,81,2,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/1317d7cd79495a0e,Ramazan Emeev,Anthony Rocco Martin,Anthony Rocco Martin,0,0,30,41,0,0,0,2,Welterweight,U-DEC,3,5:00
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/f820c6292e19d854,Shamil Gamzatov,Klidson Abreu,Shamil Gamzatov,0,0,64,32,0,1,0,0,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/343749a2f7c5d78b,Magomed Ankalaev,Dalcha Lungiambula,Magomed Ankalaev,1,0,44,6,1,0,0,0,Light Heavyweight,"KO/TKO

      

        Kick",3,0:29
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/c8dfcbee63266273,Rustam Khabilov,Sergey Khandozhko,Rustam Khabilov,0,0,12,25,4,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/495e64df4c4ce7a7,Roman Kopylov,Karl Roberson,Karl Roberson,0,0,37,43,0,1,0,1,Middleweight,"SUB

      

        Rear Naked Choke",3,4:01
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/1af574c0814429ac,Abubakar Nurmagomedov,David Zawada,David Zawada,0,0,4,2,1,0,0,2,Welterweight,"SUB

      

        Triangle Choke",1,2:50
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/a7807ab56cb49cad,Alexander Yakovlev,Roosevelt Roberts,Roosevelt Roberts,0,0,20,28,3,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/c814ef3b3a26e2fe,Jessica-Rose Clark,Pannie Kianzad,Pannie Kianzad,0,0,65,98,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019",http://www.ufcstats.com/fight-details/f0418c2c989a5cde,Grigory Popov,Davey Grant,Davey Grant,0,0,35,30,0,6,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019",http://www.ufcstats.com/fight-details/241a0833e1c76804,Demian Maia,Ben Askren,Demian Maia,0,0,69,63,0,4,1,0,Welterweight,"SUB

      

        Rear Naked Choke",3,3:54
UFC Fight Night: Maia vs. Askren,"October 26, 2019",http://www.ufcstats.com/fight-details/3162ae3ccbf785ac,Michael Johnson,Stevie Ray,Stevie Ray,0,0,78,85,0,1,0,0,Lightweight,M-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019",http://www.ufcstats.com/fight-details/b2d05ae88f820421,Frank Camacho,Beneil Dariush,Beneil Dariush,0,0,3,13,0,2,0,1,Lightweight,"SUB

      

        Rear Naked Choke",1,2:02
UFC Fight Night: Maia vs. Askren,"October 26, 2019",http://www.ufcstats.com/fight-details/41b75c9222c33cdf,Ciryl Gane,Don'Tale Mayes,Ciryl Gane,1,0,94,32,3,0,1,0,Heavyweight,"SUB

      

        Heel Hook",3,4:46
UFC Fight Night: Maia vs. Askren,"October 26, 2019",http://www.ufcstats.com/fight-details/89266a872e1f92d9,Muslim Salikhov,Laureano Staropoli,Muslim Salikhov,0,0,63,42,3,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019",http://www.ufcstats.com/fight-details/1f9a6f2120835615,Randa Markos,Ashley Yoder,Randa Markos,0,0,78,44,0,2,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019",http://www.ufcstats.com/fight-details/1c91deb42b991d18,Alex White,Rafael Fiziev,Rafael Fiziev,0,0,55,66,0,1,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019",http://www.ufcstats.com/fight-details/a4527094aa107b55,Enrique Barzola,Movsar Evloev,Movsar Evloev,0,0,78,71,1,4,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019",http://www.ufcstats.com/fight-details/cc477d322638ba30,Maurice Greene,Sergei Pavlovich,Sergei Pavlovich,0,1,8,20,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",1,2:11
UFC Fight Night: Maia vs. Askren,"October 26, 2019",http://www.ufcstats.com/fight-details/4ea4d0a73a90bfb0,Loma Lookboonmee,Aleksandra Albu,Loma Lookboonmee,0,0,99,65,1,1,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019",http://www.ufcstats.com/fight-details/3d9aeef58dd0b51b,Raphael Pessoa,Jeff Hughes,Raphael Pessoa,1,0,39,34,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/f61f5adf7e0a80c4,Joanna Jedrzejczyk,Michelle Waterson-Gomez,Joanna Jedrzejczyk,0,0,180,58,3,1,1,1,Women's Strawweight,U-DEC,5,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/707ba52845d399c9,Cub Swanson,Kron Gracie,Cub Swanson,0,0,135,86,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/f3169b755afcdc5b,Niko Price,James Vick,Niko Price,1,0,11,9,0,0,0,0,Welterweight,"KO/TKO

      

        Kick",1,1:44
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/2d7f29ec900a8948,Mackenzie Dern,Amanda Ribas,Amanda Ribas,0,0,20,74,0,2,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/bed2710e06dabe6a,Matt Frevola,Luis Pena,Matt Frevola,0,0,48,51,4,1,0,2,Lightweight,S-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/834f67e96612cd6f,Eryk Anders,Gerald Meerschaert,Eryk Anders,0,0,64,72,0,0,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/25548d526c3a7587,Ryan Spann,Devin Clark,Ryan Spann,0,0,17,17,0,2,1,0,Light Heavyweight,"SUB

      

        Guillotine Choke",2,2:01
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/6a0217099efee13f,Mike Davis,Thomas Gifford,Mike Davis,2,0,139,88,2,0,0,0,Lightweight,"KO/TKO

      

        Punch",3,4:45
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/c5b8a996eff18540,Max Griffin,Alex Morono,Alex Morono,0,1,75,81,4,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/18dde81d45ac2232,Deiveson Figueiredo,Tim Elliott,Deiveson Figueiredo,0,0,8,26,0,1,1,0,Flyweight,"SUB

      

        Guillotine Choke",1,3:08
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/70f01e9ff0b4e519,Marlon Vera,Andre Ewell,Marlon Vera,0,0,80,50,0,0,2,0,Bantamweight,"KO/TKO

      

        Elbows",3,3:17
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/1d26ceb1c995655e,Miguel Baeza,Hector Aldana,Miguel Baeza,1,0,35,8,1,0,0,0,Welterweight,"KO/TKO

      

        Kick",2,2:32
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/bac178dea57bd545,Marvin Vettori,Andrew Sanchez,Marvin Vettori,0,0,85,39,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019",http://www.ufcstats.com/fight-details/64bee58391921b4b,JJ Aldrich,Lauren Mueller,JJ Aldrich,0,0,74,54,1,1,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/0d1d7cfb2a48d5ec,Dominick Reyes,Chris Weidman,Dominick Reyes,1,0,8,3,0,1,0,0,Light Heavyweight,"KO/TKO

      

        Punches",1,1:43
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/d2dc6fb05ad78d80,Yair Rodriguez,Jeremy Stephens,Yair Rodriguez,0,0,96,50,0,3,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/0019ec81fd706ade,Greg Hardy,Ben Sosoli,Draw/NC,0,0,54,26,0,0,0,0,Heavyweight,Overturned,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/57d989702ae72dc1,Joe Lauzon,Jonathan Pearce,Joe Lauzon,0,0,25,8,1,0,0,0,Lightweight,"KO/TKO

      

        Punches",1,1:33
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/7510b0c96f5707ea,Maycee Barber,Gillian Robertson,Maycee Barber,0,0,34,12,0,0,0,0,Women's Flyweight,"KO/TKO

      

        Punches",1,3:04
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/93f3e9b9f093ad57,Deron Winn,Darren Stewart,Darren Stewart,0,0,29,57,6,1,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/076c98ac0561521f,Charles Rosa,Manny Bermudez,Charles Rosa,0,0,6,27,0,1,1,0,Featherweight,"SUB

      

        Armbar",1,2:46
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/baf17e5e1fe1c744,Molly McCann,Diana Belbita,Molly McCann,0,0,113,98,5,1,1,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/9c3fb95a1558b38d,Kyle Bochniak,Sean Woodson,Sean Woodson,0,0,42,111,1,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/38d6c2538ce6ec4c,Randy Costa,Boston Salmon,Randy Costa,2,0,22,12,0,0,0,0,Bantamweight,"KO/TKO

      

        Punch",1,2:15
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/26d75187369ecf2c,Court McGee,Sean Brady,Sean Brady,0,1,107,119,0,2,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/74b44635535cb290,Brendan Allen,Kevin Holland,Brendan Allen,0,0,10,22,2,1,4,1,Middleweight,"SUB

      

        Rear Naked Choke",2,3:38
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019",http://www.ufcstats.com/fight-details/1e3d3545b6dd13a7,Daniel Spitz,Tanner Boser,Tanner Boser,0,0,32,93,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/476c31184332698e,Jack Hermansson,Jared Cannonier,Jared Cannonier,0,1,20,28,1,0,0,0,Middleweight,"KO/TKO

      

        Punch",2,0:27
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/975840814b233bcd,Mark Madsen,Danilo Belluardo,Mark Madsen,0,0,22,0,1,0,0,0,Lightweight,"KO/TKO

      

        Punches",1,1:12
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/7410ac7e4e5acb74,Gunnar Nelson,Gilbert Burns,Gilbert Burns,0,0,20,30,0,1,0,1,Welterweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/b44531903be4729a,Ion Cutelaba,Khalil Rountree Jr.,Ion Cutelaba,0,0,15,5,4,0,0,0,Light Heavyweight,"KO/TKO

      

        Elbows",1,2:35
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/b6dad3a9bf911bfd,Michal Oleksiejczuk,Ovince Saint Preux,Ovince Saint Preux,0,0,37,14,0,1,0,1,Light Heavyweight,"SUB

      

        Von Flue Choke",2,2:46
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/9c7b6a20f35fb708,Nicolas Dalby,Alex Oliveira,Nicolas Dalby,0,0,31,18,1,3,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/9fa3623172adb4cd,Alen Amedovski,John Phillips,John Phillips,0,1,2,5,0,0,0,0,Middleweight,"KO/TKO

      

        Punch",1,0:17
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/d5e927306f5d859b,Alessio Di Chirico,Makhmud Muradov,Makhmud Muradov,0,0,36,54,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/18d84b333b28de36,Siyar Bahadurzada,Ismail Naurdiev,Ismail Naurdiev,0,0,12,69,0,3,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/688908886d8ac900,Brandon Davis,Giga Chikadze,Giga Chikadze,0,0,34,59,3,1,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/0a3df9b1918cfc2f,Macy Chiasson,Lina Lansberg,Lina Lansberg,0,0,26,21,0,2,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/951968aa52a84928,Marc Diakiese,Lando Vannata,Marc Diakiese,0,0,40,25,4,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019",http://www.ufcstats.com/fight-details/fc16ccf0994c6e50,Jack Shore,Nohelin Hernandez,Jack Shore,0,0,46,6,4,0,1,0,Bantamweight,"SUB

      

        Rear Naked Choke",3,2:51
UFC 243: Whittaker vs. Adesanya,"October 05, 2019",http://www.ufcstats.com/fight-details/2556b7520536ce1d,Robert Whittaker,Israel Adesanya,Israel Adesanya,0,2,32,40,0,0,0,0,Middleweight,"KO/TKO

      

        Punch",2,3:33
UFC 243: Whittaker vs. Adesanya,"October 05, 2019",http://www.ufcstats.com/fight-details/0697d5520b74a8df,Al Iaquinta,Dan Hooker,Dan Hooker,0,1,37,98,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC 243: Whittaker vs. Adesanya,"October 05, 2019",http://www.ufcstats.com/fight-details/8cd7ca0e7b861b3d,Tai Tuivasa,Serghei Spivac,Serghei Spivac,0,0,21,23,0,6,0,1,Heavyweight,"SUB

      

        Arm Triangle",2,3:14
UFC 243: Whittaker vs. Adesanya,"October 05, 2019",http://www.ufcstats.com/fight-details/fd0fd9a2d6ef8c4f,Luke Jumeau,Dhiego Lima,Dhiego Lima,0,0,24,32,0,2,0,0,Welterweight,S-DEC,3,5:00
UFC 243: Whittaker vs. Adesanya,"October 05, 2019",http://www.ufcstats.com/fight-details/9dfac33cd3ae4afd,Justin Tafa,Yorgan De Castro,Yorgan De Castro,0,1,6,4,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",1,2:10
