event_name,event_date,fight_url,fighter_1_winner,fighter_2_loser,winner_kd,loser_kd,winner_str,loser_str,winner_td,loser_td,winner_sub,loser_sub,weight_class,method,round,time
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/0b4583d204797d19,Danny Henry,Hakeem Dawodu,1,0,2,3,0,0,1,0,Featherweight,"SUB

      

        Guillotine Choke",1,0:39
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/714d6fc1eaca9624,Paul Craig,Magomed Ankalaev,0,0,18,59,2,0,1,0,Light Heavyweight,"SUB

      

        Triangle Choke",3,4:59
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/fe9ee00fa47dd7b3,Kajan Johnson,Stevie Ray,0,0,33,24,2,3,0,1,Lightweight,S-DEC,3,5:00
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/2fd0c6d914b77205,Dmitry Sosnovskiy,Mark Godbeer,0,0,28,24,2,0,2,0,Heavyweight,"SUB

      

        Rear Naked Choke",2,4:29
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/9444cfe0c7c0f6a7,Yoel Romero,Luke Rockhold,1,0,45,45,0,0,0,0,Middleweight,"KO/TKO

      

        Punch",3,1:48
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/cd67f6ddb2920193,Curtis Blaydes,Mark Hunt,0,1,56,14,10,0,0,0,Heavyweight,U-DEC,3,5:00
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/3112430100d2d0be,Tai Tuivasa,Cyril Asker,0,0,38,3,0,0,0,0,Heavyweight,"KO/TKO

      

        Elbow",1,2:18
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/0d7dc1ed5eb995e4,Jake Matthews,Li Jingliang,2,0,63,49,2,0,1,0,Welterweight,U-DEC,3,5:00
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/b6e086dd8093355d,Tyson Pedro,Saparbeg Safarov,0,0,12,8,0,2,1,0,Light Heavyweight,"SUB

      

        Kimura",1,3:54
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/6cb9bc7c86ae43b9,Dong Hyun Ma,Damien Brown,0,0,67,46,0,0,0,0,Lightweight,S-DEC,3,5:00
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/1cd5d5e271b646a3,Israel Adesanya,Rob Wilkinson,1,0,52,22,0,3,0,0,Middleweight,"KO/TKO

      

        Punches",2,3:37
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/f3a60ca18747aeac,Alexander Volkanovski,Jeremy Kennedy,0,0,73,8,2,0,0,0,Featherweight,"KO/TKO

      

        Punches",2,4:57
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/f8fce67abe0ab922,Jussier Formiga,Ben Nguyen,1,0,27,21,2,0,1,0,Flyweight,"SUB

      

        Rear Naked Choke",3,1:43
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/e8f2902be7b350ad,Ross Pearson,Mizuto Hirota,0,0,58,77,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/58286d3126cc5263,Jose Quinonez,Teruto Ishihara,0,1,49,33,2,1,0,0,Bantamweight,U-DEC,3,5:00
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/194d3950076b2f83,Luke Jumeau,Daichi Abe,0,0,63,63,1,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/3a94bf34e62ae5fd,Jacare Souza,Derek Brunson,1,0,9,8,0,0,0,0,Middleweight,"KO/TKO

      

        Kick",1,3:50
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/27901ef9e82d5690,Andre Fili,Dennis Bermudez,0,0,80,103,4,1,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/d571486369996a39,Gregor Gillespie,Jordan Rinaldi,0,0,34,7,1,0,0,0,Lightweight,"KO/TKO

      

        Punches",1,4:46
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/f23e2bed86b62462,Drew Dober,Frank Camacho,0,0,145,106,0,3,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/04a1c5b7993fe4d5,King Green,Erik Koch,0,0,110,56,1,1,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/b8648b32caf36c5a,Mirsad Bektic,Godofredo Pepey,1,0,12,5,0,0,0,0,Featherweight,"KO/TKO

      

        Punch",1,2:47
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/c5f0c83e303d80bf,Katlyn Cerminara,Mara Romero Borella,0,0,68,79,0,1,1,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/5a096f2acb44c776,Randa Markos,Juliana Lima,0,0,46,18,2,1,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/6e65bec924996b5a,Ji Yeon Kim,Justine Kish,0,0,68,96,0,0,0,0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/ce4314886c57718b,Vinc Pichel,Joaquim Silva,0,0,60,45,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/4fcbee643660d679,Niko Price,George Sullivan,0,0,24,21,2,1,3,0,Welterweight,"SUB

      

        Rear Naked Choke",2,4:21
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/fa7cde1e2d3ae338,Cory Sandhagen,Austin Arnett,1,0,80,32,1,1,0,0,Featherweight,"KO/TKO

      

        Punches",2,3:48
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/8238f9d2fd961757,Stipe Miocic,Francis Ngannou,0,0,70,21,6,0,0,1,Heavyweight,U-DEC,5,5:00
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/9f96d11017f9c824,Daniel Cormier,Volkan Oezdemir,0,0,32,38,2,0,1,0,Light Heavyweight,"KO/TKO

      

        Punches",2,2:00
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/5f617d6c19d3a281,Calvin Kattar,Shane Burgos,1,0,85,89,0,0,0,0,Featherweight,"KO/TKO

      

        Punch",3,0:32
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/5cf56c22cbc24758,Gian Villante,Francimar Barroso,0,0,74,74,0,0,0,0,Light Heavyweight,S-DEC,3,5:00
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/889207e3c622a5aa,Rob Font,Thomas Almeida,2,0,41,24,1,0,0,0,Bantamweight,"KO/TKO

      

        Kick",2,2:24
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/ea66be2688f542be,Kyle Bochniak,Brandon Davis,0,0,33,38,3,1,0,0,Featherweight,U-DEC,3,5:00
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/f91709b071e8295a,Abdul Razak Alhassan,Sabah Homasi,1,0,13,8,0,1,0,0,Welterweight,"KO/TKO

      

        Punch",1,3:47
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/0990ac7065412e76,Dustin Ortiz,Alexandre Pantoja,0,0,36,19,7,1,0,2,Flyweight,U-DEC,3,5:00
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/50385add37239184,Julio Arce,Dan Ige,0,0,72,35,0,1,0,0,Featherweight,U-DEC,3,5:00
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/1b0fa021b1158121,Enrique Barzola,Matt Bessette,0,0,55,43,5,0,0,0,Featherweight,U-DEC,3,5:00
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/b9726184624ac076,Islam Makhachev,Gleison Tibau,1,0,3,2,0,0,0,0,Lightweight,"KO/TKO

      

        Punch",1,0:57
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/279b4190d9ef1379,Cristiane Justino,Holly Holm,0,0,118,44,0,0,0,0,Women's Featherweight,U-DEC,5,5:00
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/a88a4c126d585320,Khabib Nurmagomedov,Edson Barboza,0,0,89,25,4,0,0,0,Lightweight,U-DEC,3,5:00
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/3d76ed7e224e9c99,Dan Hooker,Marc Diakiese,0,0,17,24,2,0,1,0,Lightweight,"SUB

      

        Guillotine Choke",3,0:42
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/f77e3c681fe1b04e,Carla Esparza,Cynthia Calvillo,0,0,48,38,2,1,1,0,Women's Strawweight,U-DEC,3,5:00
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/c381ad2c0bf34dd9,Neil Magny,Carlos Condit,0,0,32,37,6,0,0,0,Welterweight,U-DEC,3,5:00
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/e3a2bf2d9ee83318,Khalil Rountree Jr.,Michal Oleksiejczuk,0,0,52,76,0,2,1,0,Light Heavyweight,Overturned,3,5:00
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/147d2ab0230af48d,Myles Jury,Ricky Glenn,0,0,41,14,2,0,0,0,Featherweight,U-DEC,3,5:00
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/0be6540982a5b0cd,Marvin Vettori,Omari Akhmedov,0,0,66,51,0,0,2,0,Middleweight,M-DEC,3,5:00
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/7e9ed49a1831056f,Matheus Nicolau,Louis Smolka,3,0,87,49,3,0,2,0,Flyweight,U-DEC,3,5:00
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/8f40ac90544d0003,Tim Elliott,Mark De La Rosa,0,0,12,2,1,0,2,0,Bantamweight,"SUB

      

        Anaconda Choke",2,1:41
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/1d166488129030d0,Brian Ortega,Cub Swanson,0,0,24,60,0,0,2,0,Featherweight,"SUB

      

        Guillotine Choke",2,3:22
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/0a444f30cae13d8f,Gabriel Benitez,Jason Knight,0,0,85,36,0,1,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/1aaa1a9ceecd6063,Marlon Moraes,Aljamain Sterling,2,0,7,3,0,0,0,0,Bantamweight,"KO/TKO

      

        Knee",1,1:07
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/6fe21a4cb2d839fd,Scott Holtzman,Darrell Horcher,0,0,49,36,7,1,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/c9e19742c4146bff,Eryk Anders,Markus Perez,0,0,79,30,2,2,0,1,Middleweight,U-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/bc84680df666c96d,Benito Lopez,Albert Morales,1,0,78,78,0,0,1,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/10a1947cb3feabc1,Alexis Davis,Liz Carmouche,0,0,23,49,1,4,2,0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/fbce8f52689bce87,Andre Soukhamthath,Luke Sanders,1,0,20,23,0,0,0,0,Bantamweight,"KO/TKO

      

        Punches",2,1:06
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/061081f46950fdb0,Alex Perez,Carls John De Tomas,0,0,24,8,2,0,3,0,Bantamweight,"SUB

      

        Anaconda Choke",2,1:54
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/ab853176cfe20b01,Frankie Saenz,Merab Dvalishvili,0,0,58,47,0,11,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/1ed266bed8005bbe,Alejandro Perez,Iuri Alcantara,0,0,35,38,0,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/f9536ea60551b840,Davi Ramos,Chris Gruetzemacher,0,0,55,46,5,0,1,0,Lightweight,"SUB

      

        Rear Naked Choke",3,0:50
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",http://www.ufcstats.com/fight-details/7a57289563f9d974,Trevin Giles,Antonio Braga Neto,1,0,70,18,0,2,0,0,Middleweight,"KO/TKO

      

        Punches",3,2:27
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/420dd305cd1d062f,Lyoto Machida,Eryk Anders,0,0,62,32,0,3,0,0,Middleweight,S-DEC,5,5:00
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/10f5bb70feb1df53,Valentina Shevchenko,Priscila Cachoeira,0,0,95,2,2,0,2,0,Women's Flyweight,"SUB

      

        Rear Naked Choke",2,4:25
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/ee1c1e9037fee21e,Michel Prazeres,Desmond Green,0,0,36,33,3,3,3,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/0da43c3ec0e11650,Timothy Johnson,Marcelo Golm,0,0,77,59,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/a0ec4eac058e6050,Douglas Silva de Andrade,Marlon Vera,0,0,97,72,1,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/bc767f1eb6176dfb,Thiago Santos,Anthony Smith,2,0,58,10,0,1,0,0,Middleweight,"KO/TKO

      

        Kick",2,1:03
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/eb0f7127f22457e9,Sergio Moraes,Tim Means,0,1,87,129,0,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/59b384dcc3ab49b2,Alan Patrick,Damir Hadzovic,0,0,28,20,9,0,0,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/7bfb92f7ea59dbbd,Polyana Viana,Maia Stevenson,0,0,12,6,1,1,3,0,Women's Strawweight,"SUB

      

        Rear Naked Choke",1,3:50
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/fa77134e0d90da3b,Iuri Alcantara,Joe Soto,1,0,17,1,0,0,0,0,Bantamweight,"KO/TKO

      

        Punches",1,1:06
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/1fd5bf36c42ff1a2,Deiveson Figueiredo,Joseph Morales,1,0,31,9,2,0,1,0,Flyweight,"KO/TKO

      

        Punches",2,4:34
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/4b0aa5c67e69ce74,Fabricio Werdum,Marcin Tybura,0,0,155,127,1,1,0,0,Heavyweight,U-DEC,5,5:00
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/2060e8172f820d80,Jessica-Rose Clark,Bec Rawlings,0,0,101,65,2,2,1,1,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/5ebe8d3849273776,Belal Muhammad,Tim Means,0,0,88,91,1,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/344bfe9c1ff511bb,Jake Matthews,Bojan Velickovic,0,0,20,24,4,1,0,1,Welterweight,S-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/569e2c02f7699c0d,Elias Theodorou,Daniel Kelly,0,0,118,42,0,2,0,1,Middleweight,U-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/097bc98e15722998,Alexander Volkanovski,Shane Young,0,0,68,18,5,1,0,0,Catch Weight,U-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/b90a5b9061ec54a5,Ryan Benoit,Ashkan Mokhtarian,1,0,45,42,0,0,0,0,Flyweight,"KO/TKO

      

        Kick",3,2:38
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/fd2c018aade60a14,Nik Lentz,Will Brooks,0,0,34,49,0,2,1,1,Lightweight,"SUB

      

        Guillotine Choke",2,2:05
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/6971094300073d47,Tai Tuivasa,Rashad Coulter,1,0,22,10,0,0,0,0,Heavyweight,"KO/TKO

      

        Flying Knee",1,4:35
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/823797bc6d532b52,Frank Camacho,Damien Brown,0,0,154,104,1,2,0,1,Lightweight,S-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/23b6ffc0223f8cce,Nadia Kassem,Alex Chambers,0,0,52,45,0,4,6,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/c06eaf92bdfde8e6,Eric Shelton,Jenel Lausa,0,0,86,5,5,1,0,2,Flyweight,U-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",http://www.ufcstats.com/fight-details/51ec53f442d2cc9b,Adam Wieczorek,Anthony Hamilton,0,0,42,32,0,2,0,0,Heavyweight,U-DEC,3,5:00
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/21f7fc538ea646e8,Max Holloway,Jose Aldo,0,0,174,87,0,0,0,0,Featherweight,"KO/TKO

      

        Punches",3,4:51
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/4712708adb1507aa,Francis Ngannou,Alistair Overeem,1,0,6,1,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",1,1:42
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/cc2809e10315a6b5,Henry Cejudo,Sergio Pettis,0,0,36,25,3,0,0,0,Flyweight,U-DEC,3,5:00
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/23e5acd1549b538a,Eddie Alvarez,Justin Gaethje,1,0,155,122,1,0,0,0,Lightweight,"KO/TKO

      

        Knee",3,3:59
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/ea674e0285fb77f5,Tecia Pennington,Michelle Waterson-Gomez,0,0,95,56,1,2,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/c83487136636e9bf,Paul Felder,Charles Oliveira,0,0,31,6,0,2,0,2,Lightweight,"KO/TKO

      

        Elbows",2,4:06
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/54c5284c1b792912,Yancy Medeiros,Alex Oliveira,2,2,75,93,1,2,0,0,Welterweight,"KO/TKO

      

        Punches",3,2:02
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/676320a61f800f10,David Teymur,Drakkar Klose,0,0,52,39,1,2,0,0,Lightweight,U-DEC,3,5:00
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/1a502852b706f674,Felice Herrig,Cortney Casey,0,0,76,91,1,0,0,0,Women's Strawweight,S-DEC,3,5:00
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/6c25f8fd66f16d7e,Amanda Cooper,Angela Magana,0,0,40,12,1,0,1,0,Women's Strawweight,"KO/TKO

      

        Punches",2,4:34
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/6aea6d3e6944999c,Abdul Razak Alhassan,Sabah Homasi,1,0,27,39,1,0,0,0,Welterweight,"KO/TKO

      

        Punches",1,4:21
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/a3b7cbdb6d2607f4,Dominick Reyes,Jeremy Kimball,0,0,16,4,1,1,1,0,Light Heavyweight,"SUB

      

        Rear Naked Choke",1,3:39
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",http://www.ufcstats.com/fight-details/40d9b5b47acf260b,Justin Willis,Allen Crowder,1,0,22,15,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",1,2:33
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/51e684bfce8d94aa,Jeremy Stephens,Dooho Choi,1,0,49,44,0,0,0,0,Featherweight,"KO/TKO

      

        Punch",2,2:36
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/0820a29a03d58282,Jessica-Rose Clark,Paige VanZant,0,0,55,54,2,0,1,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/f767243bb48ab9d7,Kamaru Usman,Emil Meek,0,0,50,30,8,0,0,2,Welterweight,U-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/d85c76a61a820be9,Darren Elkins,Michael Johnson,0,0,18,45,1,0,1,0,Featherweight,"SUB

      

        Rear Naked Choke",2,2:22
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/3b1453df439a5024,James Krause,Alex White,0,0,35,56,3,1,2,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/4843f369dc8b5de5,Marco Polo Reyes,Matt Frevola,2,0,18,9,0,0,0,0,Lightweight,"KO/TKO

      

        Punch",1,1:00
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/738e0ccad2c9224b,Irene Aldana,Talita Bernardo,0,0,70,46,1,1,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/1bf1a6fc9c9acc26,Kyung Ho Kang,Guido Cannetti,0,0,3,19,1,1,1,0,Bantamweight,"SUB

      

        Triangle Choke",1,4:53
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/f8bb0aed83bd8638,Jessica Eye,Kalindra Faria,0,0,25,38,3,1,6,1,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/9f10afab94cafc45,JJ Aldrich,Danielle Taylor,0,0,54,38,1,0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/c4ecf4b894ccbced,Mads Burnell,Mike Santiago,0,0,20,51,3,3,1,2,Featherweight,U-DEC,3,5:00
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",http://www.ufcstats.com/fight-details/2f1f16c86a8cc6e2,Nicco Montano,Roxanne Modafferi,0,0,186,132,3,2,1,1,Women's Flyweight,U-DEC,5,5:00
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",http://www.ufcstats.com/fight-details/c11b2cbe2460db0c,Sean O'Malley,Terrion Ware,0,0,141,88,3,0,0,0,Bantamweight,U-DEC,3,5:00
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",http://www.ufcstats.com/fight-details/dd0c8e9880c6fa24,Lauren Murphy,Barb Honchak,0,0,59,71,2,0,0,2,Women's Flyweight,S-DEC,3,5:00
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",http://www.ufcstats.com/fight-details/52db9c816eb99800,Gerald Meerschaert,Eric Spicely,1,0,36,17,0,1,0,1,Middleweight,"KO/TKO

      

        Kick",2,2:18
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",http://www.ufcstats.com/fight-details/c4785ee94698e532,DeAnna Bennett,Melinda Fabian,0,1,47,49,0,0,1,0,Women's Flyweight,M-DEC,3,5:00
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",http://www.ufcstats.com/fight-details/37835a0f9bbb4d4e,Brett Johns,Joe Soto,0,0,1,0,0,0,1,0,Bantamweight,"SUB

      

        Calf Slicer",1,0:30
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",http://www.ufcstats.com/fight-details/f9830f1c23ac92d0,Montana De La Rosa,Christina Marks,0,0,6,10,0,1,1,0,Women's Flyweight,"SUB

      

        Armbar",1,2:00
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",http://www.ufcstats.com/fight-details/b40bed83fc062380,Ryan Janes,Andrew Sanchez,0,2,159,96,0,3,0,0,Middleweight,"KO/TKO

      

        Punch",3,0:58
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",http://www.ufcstats.com/fight-details/8b79a80f775d9f03,Rachael Ostovich,Karine Gevorgyan,0,0,3,2,1,0,1,0,Women's Flyweight,"SUB

      

        Armbar",1,1:40
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",http://www.ufcstats.com/fight-details/f0e0effb1b2de6ae,Shana Dobson,Ariel Beck,1,0,34,35,0,0,0,0,Women's Flyweight,"KO/TKO

      

        Punch",2,2:53
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",http://www.ufcstats.com/fight-details/1eccf793b54b84f8,Gillian Robertson,Emily Whitmire,0,0,2,9,1,0,1,0,Women's Flyweight,"SUB

      

        Armbar",1,2:12
